Customer_id,Age,Income_level,Number_of_credit_cards,Education,Car_loans,Credit_rating
A00002112,52,Medium,Less than 5,College,None or 1,Good
A00002113,31,Medium,5 or more,High school,More than 2,Good
A00002114,41,High,Less than 5,High school,None or 1,Good
A00002115,28,High,Less than 5,High school,None or 1,Good
A00002116,44,Medium,Less than 5,College,None or 1,Good
A00002117,41,High,5 or more,College,More than 2,Good
A00002118,40,High,5 or more,High school,More than 2,Good
A00002119,49,Medium,Less than 5,High school,None or 1,Good
A00002120,49,Medium,Less than 5,High school,None or 1,Good
A00002121,39,Medium,5 or more,College,More than 2,Good
A00002122,22,Medium,5 or more,High school,More than 2,Good
A00002123,27,Low,Less than 5,High school,None or 1,Good
A00002124,35,Medium,5 or more,High school,More than 2,Good
A00002125,37,Low,5 or more,High school,None or 1,Good
A00002126,59,High,5 or more,College,More than 2,Good
A00002127,35,High,5 or more,High school,More than 2,Good
A00002128,35,High,5 or more,High school,More than 2,Good
A00002129,44,Medium,Less than 5,College,None or 1,Good
A00002130,24,Low,5 or more,High school,None or 1,Good
A00002131,43,High,Less than 5,College,None or 1,Good
A00002132,35,Medium,5 or more,College,More than 2,Good
A00002133,21,High,5 or more,High school,None or 1,Good
A00002134,37,Medium,5 or more,College,None or 1,Good
A00002135,48,High,Less than 5,High school,None or 1,Good
A00002136,29,Medium,5 or more,College,None or 1,Good
A00002137,35,High,Less than 5,High school,None or 1,Good
A00002138,39,Medium,Less than 5,College,None or 1,Good
A00002139,58,High,Less than 5,College,More than 2,Good
A00002140,30,Medium,5 or more,College,More than 2,Good
A00002141,40,Medium,5 or more,College,More than 2,Good
A00002142,30,Medium,5 or more,College,More than 2,Good
A00002143,43,High,Less than 5,College,More than 2,Good
A00002144,58,Medium,5 or more,College,More than 2,Good
A00002145,27,High,5 or more,College,More than 2,Good
A00002146,26,High,5 or more,College,More than 2,Good
A00002147,34,Medium,Less than 5,High school,None or 1,Good
A00002148,24,Medium,5 or more,High school,More than 2,Good
A00002149,42,High,Less than 5,High school,None or 1,Good
A00002150,31,High,Less than 5,College,None or 1,Good
A00002151,33,High,5 or more,College,More than 2,Good
A00002152,39,Medium,5 or more,High school,More than 2,Good
A00002153,36,Medium,Less than 5,College,More than 2,Good
A00002154,29,Medium,5 or more,High school,More than 2,Good
A00002155,25,Medium,5 or more,College,None or 1,Good
A00002156,42,High,Less than 5,High school,None or 1,Good
A00002157,44,High,5 or more,College,More than 2,Good
A00002158,40,,Less than 5,College,None or 1,Good
A00002159,39,Medium,5 or more,High school,More than 2,Good
A00002160,40,High,5 or more,College,More than 2,Good
A00002161,25,Medium,5 or more,High school,More than 2,Good
A00002162,28,Medium,5 or more,College,None or 1,Good
A00002163,35,Medium,Less than 5,College,None or 1,Good
A00002164,47,High,Less than 5,College,None or 1,Good
A00002165,24,High,5 or more,College,None or 1,Good
A00002166,23,High,5 or more,High school,More than 2,Good
A00002167,35,Medium,Less than 5,College,None or 1,Good
A00002168,28,High,Less than 5,High school,None or 1,Good
A00002169,24,Medium,5 or more,College,More than 2,Good
A00002170,43,High,Less than 5,High school,None or 1,Good
A00002171,22,High,Less than 5,High school,None or 1,Good
A00002172,22,High,Less than 5,College,None or 1,Good
A00002173,31,Medium,Less than 5,High school,None or 1,Good
A00002174,44,Medium,Less than 5,College,None or 1,Good
A00002175,37,High,5 or more,College,More than 2,Good
A00002176,27,High,5 or more,College,None or 1,Good
A00002177,38,Medium,5 or more,High school,More than 2,Good
A00002178,43,Medium,Less than 5,College,None or 1,Good
A00002179,51,High,Less than 5,High school,None or 1,Good
A00002180,33,Medium,Less than 5,College,None or 1,Good
A00002181,43,Medium,Less than 5,College,None or 1,Good
A00002182,29,Medium,5 or more,College,More than 2,Good
A00002183,25,High,Less than 5,High school,None or 1,Good
A00002184,39,Medium,Less than 5,College,More than 2,Good
A00002185,38,High,5 or more,High school,More than 2,Good
A00002186,30,Medium,Less than 5,College,None or 1,Good
A00002187,45,Medium,Less than 5,High school,None or 1,Good
A00002188,33,High,Less than 5,College,None or 1,Good
A00002189,37,Medium,Less than 5,High school,None or 1,Good
A00002190,38,Low,Less than 5,High school,None or 1,Good
A00002191,46,Medium,5 or more,High school,More than 2,Good
A00002192,44,Medium,Less than 5,College,More than 2,Good
A00002193,39,Medium,5 or more,College,More than 2,Good
A00002194,31,Medium,Less than 5,High school,None or 1,Good
A00002195,36,High,5 or more,High school,More than 2,Good
A00002196,46,Medium,Less than 5,College,None or 1,Good
A00002197,41,Low,Less than 5,High school,None or 1,Good
A00002198,27,High,5 or more,High school,More than 2,Good
A00002199,35,Medium,Less than 5,College,None or 1,Good
A00002200,39,Medium,Less than 5,High school,None or 1,Good
A00002201,39,Low,5 or more,College,More than 2,Good
A00002202,32,,Less than 5,High school,None or 1,Good
A00002203,34,High,5 or more,College,More than 2,Good
A00002204,34,High,Less than 5,High school,None or 1,Good
A00002205,40,High,Less than 5,High school,None or 1,Good
A00002206,39,Low,Less than 5,College,None or 1,Good
A00002207,26,Medium,5 or more,High school,More than 2,Good
A00002208,39,Medium,Less than 5,High school,None or 1,Good
A00002209,47,Medium,5 or more,College,More than 2,Good
A00002210,35,Medium,Less than 5,High school,None or 1,Good
A00002211,43,High,Less than 5,College,None or 1,Good
A00002212,35,High,5 or more,High school,More than 2,Good
A00002213,43,High,5 or more,High school,More than 2,Good
A00002214,48,High,Less than 5,High school,More than 2,Good
A00002215,27,Low,Less than 5,College,None or 1,Good
A00002216,26,Medium,Less than 5,High school,None or 1,Good
A00002217,39,Medium,Less than 5,College,None or 1,Good
A00002218,32,Medium,5 or more,High school,More than 2,Good
A00002219,42,Medium,5 or more,College,More than 2,Good
A00002220,49,Low,Less than 5,College,None or 1,Good
A00002221,22,High,5 or more,High school,More than 2,Good
A00002222,40,Medium,5 or more,High school,More than 2,Good
A00002223,22,High,5 or more,College,More than 2,Good
A00002224,51,Medium,5 or more,High school,More than 2,Good
A00002225,47,Medium,Less than 5,High school,None or 1,Good
A00002226,42,Medium,Less than 5,College,More than 2,Good
A00002227,33,Medium,Less than 5,High school,None or 1,Good
A00002228,57,Medium,5 or more,High school,More than 2,Good
A00002229,30,Medium,Less than 5,High school,None or 1,Good
A00002230,42,High,5 or more,High school,More than 2,Good
A00002231,32,Low,5 or more,High school,More than 2,Good
A00002232,29,High,5 or more,High school,More than 2,Good
A00002233,39,Medium,5 or more,High school,More than 2,Good
A00002234,44,Medium,5 or more,High school,More than 2,Good
A00002235,27,Medium,Less than 5,High school,More than 2,Good
A00002236,62,Medium,5 or more,High school,More than 2,Good
A00002237,34,Medium,Less than 5,High school,None or 1,Good
A00002238,23,High,Less than 5,High school,None or 1,Good
A00002239,47,Medium,5 or more,College,More than 2,Good
A00002240,41,High,Less than 5,College,More than 2,Good
A00002241,27,Medium,Less than 5,High school,None or 1,Good
A00002242,41,Medium,Less than 5,High school,More than 2,Good
A00002243,26,High,Less than 5,College,None or 1,Good
A00002244,46,High,5 or more,High school,More than 2,Good
A00002245,40,High,5 or more,High school,More than 2,Good
A00002246,45,Medium,Less than 5,College,None or 1,Good
A00002247,47,Low,Less than 5,College,None or 1,Good
A00002248,54,Medium,5 or more,College,More than 2,Good
A00002249,33,Medium,Less than 5,High school,None or 1,Good
A00002250,44,High,Less than 5,College,None or 1,Good
A00002251,33,High,Less than 5,High school,None or 1,Good
A00002252,30,High,Less than 5,College,None or 1,Good
A00002253,47,High,5 or more,High school,More than 2,Good
A00002254,32,High,Less than 5,High school,None or 1,Good
A00002255,32,Medium,Less than 5,High school,None or 1,Good
A00002256,41,Medium,5 or more,High school,None or 1,Good
A00002257,29,Medium,Less than 5,High school,None or 1,Good
A00002258,32,High,Less than 5,High school,None or 1,Good
A00002259,51,High,5 or more,College,More than 2,Good
A00002260,42,High,Less than 5,High school,More than 2,Good
A00002261,21,Medium,5 or more,College,More than 2,Good
A00002262,30,High,5 or more,College,More than 2,Good
A00002263,45,Medium,Less than 5,College,None or 1,Good
A00002264,31,Medium,5 or more,College,More than 2,Good
A00002265,46,High,5 or more,High school,More than 2,Good
A00002266,36,Medium,5 or more,High school,More than 2,Good
A00002267,39,Medium,Less than 5,College,None or 1,Good
A00002268,38,High,Less than 5,High school,None or 1,Good
A00002269,40,Medium,Less than 5,High school,None or 1,Good
A00002270,32,Medium,Less than 5,College,None or 1,Good
A00002271,37,High,5 or more,High school,More than 2,Good
A00002272,39,Medium,Less than 5,College,None or 1,Good
A00002273,26,Low,Less than 5,High school,None or 1,Good
A00002274,48,High,Less than 5,College,None or 1,Good
A00002275,34,High,5 or more,High school,More than 2,Good
A00002276,26,Medium,5 or more,High school,More than 2,Good
A00002277,30,High,Less than 5,College,None or 1,Good
A00002278,56,Medium,5 or more,College,More than 2,Good
A00002279,49,High,Less than 5,High school,More than 2,Good
A00002280,27,High,5 or more,High school,More than 2,Good
A00002281,24,High,5 or more,High school,More than 2,Good
A00002282,27,Medium,Less than 5,College,More than 2,Good
A00002283,47,High,5 or more,College,More than 2,Good
A00002284,28,Medium,Less than 5,College,None or 1,Good
A00002285,38,High,5 or more,College,None or 1,Good
A00002286,41,High,Less than 5,College,None or 1,Good
A00002287,32,High,5 or more,College,More than 2,Good
A00002288,39,High,5 or more,High school,More than 2,Good
A00002289,36,Medium,5 or more,College,More than 2,Good
A00002290,28,Medium,Less than 5,College,More than 2,Good
A00002291,28,Medium,5 or more,High school,More than 2,Good
A00002292,40,Medium,5 or more,High school,More than 2,Good
A00002293,41,High,5 or more,College,More than 2,Good
A00002294,34,,5 or more,High school,More than 2,Good
A00002295,49,Medium,Less than 5,High school,More than 2,Good
A00002296,46,High,5 or more,High school,More than 2,Good
A00002297,33,High,Less than 5,College,None or 1,Good
A00002298,43,High,5 or more,College,More than 2,Good
A00002299,34,Medium,5 or more,High school,More than 2,Good
A00002300,35,Medium,Less than 5,High school,None or 1,Good
A00002301,26,High,Less than 5,High school,None or 1,Good
A00002302,28,High,5 or more,College,More than 2,Good
A00002303,27,High,Less than 5,High school,None or 1,Good
A00002304,59,Low,5 or more,High school,More than 2,Good
A00002305,31,High,5 or more,High school,More than 2,Good
A00002306,33,Medium,5 or more,High school,More than 2,Good
A00002307,42,Medium,5 or more,High school,More than 2,Good
A00002308,41,High,5 or more,High school,None or 1,Good
A00002309,40,High,5 or more,High school,More than 2,Good
A00002310,23,High,Less than 5,High school,None or 1,Good
A00002311,33,High,Less than 5,High school,None or 1,Good
A00002312,51,Medium,5 or more,High school,More than 2,Good
A00002313,46,High,Less than 5,High school,None or 1,Good
A00002314,38,High,5 or more,High school,More than 2,Good
A00002315,39,High,Less than 5,High school,None or 1,Good
A00002316,45,Medium,5 or more,High school,More than 2,Good
A00002317,40,High,5 or more,College,More than 2,Good
A00002318,42,High,5 or more,College,More than 2,Good
A00002319,51,Low,Less than 5,High school,More than 2,Good
A00002320,35,Medium,Less than 5,College,More than 2,Good
A00002321,45,Low,Less than 5,High school,None or 1,Good
A00002322,36,Low,Less than 5,College,None or 1,Good
A00002323,46,Medium,5 or more,High school,More than 2,Good
A00002324,25,Medium,5 or more,College,More than 2,Good
A00002325,35,Medium,Less than 5,College,None or 1,Good
A00002326,32,Medium,5 or more,High school,More than 2,Good
A00002327,21,Medium,5 or more,High school,None or 1,Good
A00002328,41,High,Less than 5,High school,None or 1,Good
A00002329,45,High,Less than 5,College,None or 1,Good
A00002330,25,High,5 or more,High school,More than 2,Good
A00002331,43,High,Less than 5,High school,None or 1,Good
A00002332,36,High,Less than 5,High school,None or 1,Good
A00002333,43,Medium,Less than 5,College,None or 1,Good
A00002334,30,High,5 or more,High school,None or 1,Good
A00002335,58,High,5 or more,High school,More than 2,Good
A00002336,41,Medium,5 or more,High school,More than 2,Good
A00002337,29,High,5 or more,College,More than 2,Good
A00002338,43,High,5 or more,College,More than 2,Good
A00002339,43,Medium,Less than 5,High school,More than 2,Good
A00002340,46,Medium,5 or more,College,More than 2,Good
A00002341,53,Medium,Less than 5,High school,None or 1,Good
A00002342,29,Low,Less than 5,College,More than 2,Good
A00002343,53,High,5 or more,College,More than 2,Good
A00002344,48,Medium,Less than 5,High school,None or 1,Good
A00002345,34,High,5 or more,High school,More than 2,Good
A00002346,26,Medium,Less than 5,College,None or 1,Good
A00002347,47,Medium,5 or more,High school,More than 2,Good
A00002348,35,Medium,5 or more,High school,None or 1,Good
A00002349,40,Low,5 or more,High school,More than 2,Good
A00002350,41,High,5 or more,High school,More than 2,Good
A00002351,35,Medium,5 or more,College,More than 2,Good
A00002352,34,High,5 or more,High school,More than 2,Good
A00002353,36,Medium,Less than 5,College,None or 1,Good
A00002354,28,High,5 or more,High school,More than 2,Good
A00002355,36,High,5 or more,High school,More than 2,Good
A00002356,38,High,5 or more,College,More than 2,Good
A00002357,24,High,Less than 5,High school,More than 2,Good
A00002358,44,Medium,5 or more,High school,More than 2,Good
A00002359,30,Medium,5 or more,High school,More than 2,Good
A00002360,38,Medium,Less than 5,College,More than 2,Good
A00002361,40,Medium,5 or more,College,More than 2,Good
A00002362,39,High,Less than 5,High school,More than 2,Good
A00002363,39,Medium,Less than 5,High school,None or 1,Good
A00002364,40,High,Less than 5,College,None or 1,Good
A00002365,33,High,Less than 5,High school,None or 1,Good
A00002366,40,Low,Less than 5,High school,None or 1,Good
A00002367,33,High,5 or more,College,More than 2,Good
A00002368,32,High,5 or more,High school,More than 2,Good
A00002369,33,High,5 or more,High school,More than 2,Good
A00002370,26,High,Less than 5,High school,More than 2,Good
A00002371,35,High,5 or more,College,More than 2,Good
A00002372,30,High,5 or more,High school,More than 2,Good
A00002373,39,High,Less than 5,College,None or 1,Good
A00002374,54,Medium,5 or more,College,More than 2,Good
A00002375,34,High,Less than 5,College,None or 1,Good
A00002376,38,High,5 or more,College,More than 2,Good
A00002377,34,Medium,5 or more,College,More than 2,Good
A00002378,24,Low,5 or more,College,More than 2,Good
A00002379,51,High,5 or more,College,More than 2,Good
A00002380,30,Medium,Less than 5,High school,None or 1,Good
A00002381,44,High,5 or more,High school,More than 2,Good
A00002382,38,,Less than 5,College,None or 1,Good
A00002383,42,High,5 or more,College,None or 1,Good
A00002384,25,Medium,Less than 5,College,None or 1,Good
A00002385,30,Medium,5 or more,College,More than 2,Good
A00002386,40,High,Less than 5,College,None or 1,Good
A00002387,39,High,Less than 5,High school,None or 1,Good
A00002388,43,High,Less than 5,College,More than 2,Good
A00002389,38,High,Less than 5,College,None or 1,Good
A00002390,38,Medium,5 or more,College,None or 1,Good
A00002391,31,High,Less than 5,College,None or 1,Good
A00002392,31,High,5 or more,College,More than 2,Good
A00002393,31,High,5 or more,College,None or 1,Good
A00002394,29,Medium,Less than 5,College,None or 1,Good
A00002395,28,High,5 or more,High school,More than 2,Good
A00002396,28,High,Less than 5,College,None or 1,Good
A00002397,39,High,Less than 5,High school,None or 1,Good
A00002398,33,Medium,Less than 5,College,None or 1,Good
A00002399,41,Medium,5 or more,High school,More than 2,Good
A00002400,20,Medium,Less than 5,High school,None or 1,Good
A00002401,49,Medium,5 or more,High school,More than 2,Good
A00002402,30,Medium,5 or more,College,More than 2,Good
A00002403,47,High,5 or more,High school,More than 2,Good
A00002404,31,High,5 or more,High school,More than 2,Good
A00002405,27,Medium,Less than 5,High school,None or 1,Good
A00002406,34,Low,Less than 5,College,None or 1,Good
A00002407,35,Medium,Less than 5,High school,None or 1,Good
A00002408,42,High,5 or more,High school,More than 2,Good
A00002409,54,High,Less than 5,College,None or 1,Good
A00002410,24,High,5 or more,High school,More than 2,Good
A00002411,43,High,Less than 5,High school,More than 2,Good
A00002412,35,High,Less than 5,High school,More than 2,Good
A00002413,33,High,5 or more,College,More than 2,Good
A00002414,38,Medium,5 or more,High school,More than 2,Good
A00002415,26,High,Less than 5,High school,None or 1,Good
A00002416,38,Medium,Less than 5,High school,None or 1,Good
A00002417,21,High,5 or more,High school,More than 2,Good
A00002418,38,High,5 or more,College,More than 2,Good
A00002419,63,Medium,Less than 5,College,None or 1,Good
A00002420,35,High,Less than 5,College,None or 1,Good
A00002421,46,High,Less than 5,High school,None or 1,Good
A00002422,32,Medium,5 or more,High school,More than 2,Good
A00002423,32,High,5 or more,High school,More than 2,Good
A00002424,47,High,Less than 5,High school,More than 2,Good
A00002425,35,High,5 or more,College,More than 2,Good
A00002426,39,Medium,Less than 5,College,More than 2,Good
A00002427,40,Low,Less than 5,High school,None or 1,Good
A00002428,40,Low,5 or more,College,More than 2,Good
A00002429,38,Medium,Less than 5,College,More than 2,Good
A00002430,36,Medium,5 or more,College,More than 2,Good
A00002431,47,Medium,Less than 5,High school,None or 1,Good
A00002432,34,Medium,Less than 5,High school,None or 1,Good
A00002433,21,High,5 or more,High school,More than 2,Good
A00002434,52,High,5 or more,College,More than 2,Good
A00002435,51,High,5 or more,College,None or 1,Good
A00002436,21,High,Less than 5,High school,None or 1,Good
A00002437,36,,5 or more,College,None or 1,Good
A00002438,30,Medium,5 or more,College,More than 2,Good
A00002439,44,Low,Less than 5,College,None or 1,Good
A00002440,39,Medium,5 or more,College,More than 2,Good
A00002441,22,Medium,5 or more,College,More than 2,Good
A00002442,28,Medium,5 or more,High school,None or 1,Good
A00002443,59,Low,5 or more,High school,More than 2,Good
A00002444,34,Medium,Less than 5,College,None or 1,Good
A00002445,21,High,5 or more,High school,More than 2,Good
A00002446,40,Medium,Less than 5,College,None or 1,Good
A00002447,23,Medium,Less than 5,College,None or 1,Good
A00002448,38,Medium,Less than 5,College,None or 1,Good
A00002449,41,Medium,5 or more,College,More than 2,Good
A00002450,31,Medium,5 or more,College,More than 2,Good
A00002451,33,Medium,5 or more,High school,More than 2,Good
A00002452,58,Low,5 or more,College,More than 2,Good
A00002453,32,Medium,Less than 5,High school,None or 1,Good
A00002454,31,High,Less than 5,College,None or 1,Good
A00002455,38,High,Less than 5,College,None or 1,Good
A00002456,37,High,Less than 5,High school,None or 1,Good
A00002457,34,High,Less than 5,College,More than 2,Good
A00002458,39,High,Less than 5,High school,None or 1,Good
A00002459,25,High,Less than 5,High school,None or 1,Good
A00002460,28,Medium,Less than 5,High school,None or 1,Good
A00002461,30,Medium,Less than 5,College,None or 1,Good
A00002462,24,Medium,Less than 5,High school,None or 1,Good
A00002463,46,Medium,5 or more,College,More than 2,Good
A00002464,28,High,Less than 5,College,More than 2,Good
